The Smurfs5,http://resizing.flixster.com/s5fZNIM3cQjt9AM6y_VC3jt1syc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/36/11163657_ori.jpg,Comedy,2011,5.5,103,Columbia / Sony Pictures,99.38
The Twilight Saga: Breaking Dawn - Part 15,http://resizing.flixster.com/l1HT4QSzRvdN4bcF0dsEpo3ywug=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/93/11169336_ori.jpg,Comedy,2011,4.9,117,Summit,47.07
Tangled5,http://resizing.flixster.com/UuaLvR-fxpgmESPegJcY0F2XJ-c=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/80/11158038_ori.png,Comedy,2010,7.8,100,Disney,40.65
20125,http://resizing.flixster.com/z_2ln7vpS1fHYrvEZAcr9bYztSI=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/95/34/10953481_ori.jpg,Comedy,2009,5.8,158,Columbia,90.37
The Twilight Saga: New Moon5,http://resizing.flixster.com/1fiLyMqNvE2Ggu52KZf7-3We8ak=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/44/11174487_ori.jpg,Comedy,2009,4.6,130,Summit,82.38
Hancock5,http://resizing.flixster.com/pZEMKqMe1dRkWRkxtAI8aFv7wac=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/67/11176707_ori.jpg,Comedy,2008,6.5,92,Columbia,23.11
Spider-Man 35,http://resizing.flixster.com/QeTUzkp6yGhLMqZRwZ4ygqobQl0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/52/11165292_ori.jpg,Comedy,2007,6.2,139,Columbia,66.66
Transformers5,http://resizing.flixster.com/JZvkeqWLNeqakvkeY4aTklBQV1o=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169794_ori.jpg,Comedy,2007,7.2,144,DreamWorks / Paramount,46.65
Casino Royale5,http://resizing.flixster.com/nVwVWCdXtCU2QjoiYNi_3CNFGOw=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/81/11128111_ori.jpg,Comedy,2006,8,144,MGM / Columbia,55.9
Pirates of the Caribbean: Dead Man's Chest5,http://resizing.flixster.com/qk6YXbPRzxZNFCv29_ayCEa6mBY=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/78/63/786362_ori.jpg,Comedy,2006,7.3,151,Disney,72
Harry Potter and the Goblet of Fire5,http://resizing.flixster.com/Z-LFUFCKP2jWIiji0Lr_HI2FJmI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168873_ori.jpg,Comedy,2005,7.6,157,Warner Bros.,44.1
Mr. & Mrs. Smith5,http://resizing.flixster.com/65JisMaXM3YsP04ToywirE5Cc1s=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/91/11189190_ori.jpg,Comedy,2005,6.5,120,20th Century Fox,19.36
Shrek 25,http://resizing.flixster.com/Vt--2C7r7DDEyOVV_SDpXxkml38=/180x251/dkpu1ddg7pbsk.cloudfront.net/movie/25/37/253795_ori.jpg,Comedy,2004,7.2,93,DreamWorks,41.99
Spider-Man 25,http://resizing.flixster.com/PU_rcPMHMhkuRGR-QPgmNnb60gE=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/52/11165291_ori.jpg,Comedy,2004,7.3,127,Columbia,45.39
Pirates of the Caribbean: The Curse of the Black Pearl5,http://resizing.flixster.com/0NAlr-uIRVD-casXObKDtl_wqxU=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/76/11157635_ori.jpg,Comedy,2003,8.1,143,Disney,27.74
Men in Black II5,http://resizing.flixster.com/cw5WyryG2pkW2RHN5BVlcMOze3g=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/45/11164554_ori.jpg,Comedy,2002,6,88,Columbia,43.54
Ocean's Eleven5,http://resizing.flixster.com/vdQasulealc0hBd6lH3JkC8u_CM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/27/11172746_ori.jpg,Comedy,2001,7.8,116,Warner Bros,75.71
The Lord of the Rings: The Fellowship of the Ring5,http://resizing.flixster.com/GfBu7mY7UHKd_6TelkAxG0TPgko=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/64/11166420_ori.jpg,Comedy,2001,8.8,178,New Line Cinema,99.58
Mission: Impossible II5,http://resizing.flixster.com/QvZkjCM-tSJ8ZxFeAFBXlhPhp1Y=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/25/77/257715_ori.jpg,Comedy,2000,6,123,Paramount,78.07
Notting Hill5,http://resizing.flixster.com/MQ1yf_XKOjCb3xxcePb_IykeNT0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/37/11173724_ori.jpg,Comedy,1999,7,124,Universal Pictures,12.68
A Bug's Life5,http://resizing.flixster.com/gOA73MRHwCl1cVsjRYTQyi4LisM=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/89/10938947_ori.jpg,Comedy,1998,7.2,95,Walt Disney Pictures / Pixar,75.01
Armageddon5,http://resizing.flixster.com/QUirFk3ccr_LFPnojKhCtmOHkFA=/180x253/dkpu1ddg7pbsk.cloudfront.net/movie/55/05/68/5505685_ori.jpg,Comedy,1998,6.6,151,Touchstone Pictures,31.42
Men in Black5,http://resizing.flixster.com/KJwy14RArJXQ9kJ0Yp8GWFcifFw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/45/11164553_ori.jpg,Comedy,1997,7.2,98,Columbia Pictures,24.46
Waterworld5,http://resizing.flixster.com/n8sCbuHQIvYL0ST70ojPiLSJBPE=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/25/75/257591_ori.jpg,Comedy,1995,6.1,135,Universal Pictures,57.96
Forrest Gump5,http://resizing.flixster.com/jboZQl2N6I1dQB5tcPeiW6iUfTk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173677_ori.jpg,Comedy,1994,8.8,142,Paramount Pictures,13.04
Basic Instinct5,http://resizing.flixster.com/lRQ8GHTcvMv_3ysr2uwWkIrdHZ8=/180x247/dkpu1ddg7pbsk.cloudfront.net/movie/28/33/283309_ori.jpg,Comedy,1992,6.9,127,TriStar Pictures / Carolco Pictures,78.65
JFK5,http://resizing.flixster.com/3rM4ZIxn0hOIAIKjFqZvy76ICyw=/180x265/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/59/10935981_ori.jpg,Comedy,1991,8,189,Warner Bros.,18.15
Total Recall5,http://resizing.flixster.com/ROHNoOdZcDbCpiitmK2FRxKCvTc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/99/11189901_ori.jpg,Comedy,1990,7.5,113,TriStar Pictures / Carolco Pictures,30.66
Beetlejuice5,http://resizing.flixster.com/WwfRe5-FR6NpqXyNT6vsLgvHXPI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/68/11166863_ori.jpg,Comedy,1988,7.4,92,Warner Bros. / Geffen Pictures,96.09
Big5,http://resizing.flixster.com/lvE3FiWgRk78wlgoK8AOg0Ao_d8=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/44/11164479_ori.jpg,Comedy,1988,7.3,104,20th Century Fox / Gracie Films,93.52
Who Framed Roger Rabbit5,http://resizing.flixster.com/ER2EiHJ2eXX7acnA6_E4aFhIhBo=/168x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/55/11155547_ori.jpg,Comedy,1988,7.7,104,Touchstone Pictures / Amblin Entertainment,53.15
The Untouchables5,http://resizing.flixster.com/1EFQuvj5llA_m61tMCqDVudwUpc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/13/11171335_ori.jpg,Comedy,1987,8,119,Paramount,34.68
The Golden Child5,http://resizing.flixster.com/7KO5uu2ZPehnVfcsKggTXZjtefM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173678_ori.jpg,Comedy,1986,5.8,94,Paramount Pictures,54.34
The Color Purple5,http://resizing.flixster.com/8cUjrP4uzSIBK9XTbV2l8fW7_G0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168034_ori.jpg,Comedy,1985,7.8,154,Warner Bros.,30.17
Witness5,http://resizing.flixster.com/PPod2vP4QjRVXLfdKUdyV0qo3YA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168980_ori.jpg,Comedy,1985,7.5,112,Paramount Pictures,99.75
Footloose5,http://resizing.flixster.com/-BS99IniaWgjUugv8sMTKuk6tbQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168940_ori.jpg,Comedy,1984,6.4,107,Paramount Pictures,60.16
Romancing the Stone5,http://resizing.flixster.com/Z1g_ytpzZwOKimr5eFOqEK7i3MI=/171x270/dkpu1ddg7pbsk.cloudfront.net/movie/24/63/50/2463504_ori.jpg,Comedy,1984,6.9,106,20th Century Fox,24.6
Star Trek III: The Search for Spock5,http://resizing.flixster.com/sFfDyO-ggnJziirIooREwqob2YU=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/86/10888604_ori.jpg,Comedy,1984,6.6,105,Paramount Pictures,15.73
WarGames5,http://resizing.flixster.com/MTs7anbf0ls1bMH0Q3WhwYIwIlY=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/11/14/87/11148730_ori.jpg,Comedy,1983,7.1,114,United Artists,70.65
Rocky III5,http://resizing.flixster.com/gSph_yURfQnTtC3tqotLhhDMVus=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/26/42/264213_ori.jpg,Comedy,1982,6.7,99,United Artists,75.47
The Four Seasons5,http://resizing.flixster.com/BF-PkUm3FXkIg0z88TdG1Snbens=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/96/10889696_ori.jpg,Comedy,1981,7.2,107,Universal Pictures,43.93
Airplane!5,http://resizing.flixster.com/4NZDUpXJit0L6znC2aq1ELGQZHc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/76/10867612_ori.jpg,Comedy,1980,7.8,88,Paramount Pictures,97.81
Any Which Way You Can5,http://resizing.flixster.com/rBhoEC1ghZX_99DVAU9v3yAl_ak=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/01/11160107_ori.jpg,Comedy,1980,6,116,Warner Bros. Pictures,94.52
Coal Miner's Daughter5,http://resizing.flixster.com/LQCE_QFFl-PVQ7RioIoCY7z1WSo=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/87/11178773_ori.jpg,Comedy,1980,7.5,124,Universal Studios,66.25
The Muppet Movie5,http://resizing.flixster.com/AdxOYDAVFHLPOcbBrcKGwu86-PA=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/15/10881570_ori.jpg,Comedy,1979,7.7,95,Associated Film Distribution,76.39
Grease5,http://resizing.flixster.com/CXouI7LdiPaapfmL2YBQHLL0LkA=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/13/11171329_ori.jpg,Comedy,1978,7.2,110,Paramount Pictures,51.2
Jaws 25,http://resizing.flixster.com/eRi6rPsUazqRQPKAcspj9R_axg0=/177x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/11/10841197_ori.jpg,Comedy,1978,5.7,116,Universal Pictures,60.34
Revenge of the Pink Panther5,http://resizing.flixster.com/28sq3VTgeDaa2dIaKhxnbQVMlww=/180x252/dkpu1ddg7pbsk.cloudfront.net/movie/10/87/22/10872256_ori.jpg,Comedy,1978,6.7,99,United Artists,31.16
The Hangover5,http://resizing.flixster.com/F3uvNtnigwJMOXpuCgMttqWBU14=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166717_ori.jpg,Crime,2009,7.8,100,Warner Bros. / Legendary,61.45
Star Wars Episode III: Revenge of the Sith5,http://resizing.flixster.com/wjhvha9b71ws51OXc6e1MYuAC48=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/10/94/47/10944718_ori.jpg,Crime,2005,7.7,140,20th Century Fox / Lucasfilm,97.24
Bruce Almighty5,http://resizing.flixster.com/Y12rTWfm-gLX5oOVC5-O0SbXOA4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/65/11176524_ori.jpg,Crime,2003,6.7,101,Universal,28.57
Harry Potter and the Chamber of Secrets5,http://resizing.flixster.com/2HoVSGA2nXBuTgBZQ4czXiAUMqQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/87/11168797_ori.jpg,Crime,2002,7.3,161,Warner Bros.,76.19
Toy Story 25,http://resizing.flixster.com/apFWspLgFG0LJBKt2Y_-vRJUwoM=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/63/10936392_ori.jpg,Crime,1999,7.9,92,Walt Disney Pictures / Pixar,39.18
The Pelican Brief5,http://resizing.flixster.com/7VvPgOg5CbFIghD_RgRpE2BT9z4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169704_ori.jpg,Crime,1993,6.5,141,Warner Bros.,26.07
Presumed Innocent5,http://resizing.flixster.com/3atb8xNBu7Df-gVJpalCXndBg50=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/79/11167929_ori.jpg,Crime,1990,6.9,127,Warner Bros.,69.32
Twins5,http://resizing.flixster.com/H2mQs9HYLM6dPIe31Ak2ipfj1_s=/178x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/47/10884784_ori.jpg,Crime,1988,5.9,107,Universal Pictures,11.81
Beverly Hills Cop II5,http://resizing.flixster.com/hAbluJoNCoLzqbORzEG8k4IJ7YE=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/44/10844413_ori.jpg,Crime,1987,6.4,100,Paramount,96.06
Fatal Attraction5,http://resizing.flixster.com/hWiV1-iFoJADbPT61IDD7Z2H4Xs=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/99/10849901_ori.jpg,Crime,1987,6.9,119,Paramount Pictures,19.69
Star Trek IV: The Voyage Home5,http://resizing.flixster.com/53VKc9-hpRF9QNzuLQzQaspdAug=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180717_ori.jpg,Crime,1986,7.3,119,Paramount Pictures,61.95
An Officer and a Gentleman5,http://resizing.flixster.com/AAwk4KU-kc8ShSa7d416hLrEhoU=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/91/10889116_ori.jpg,Crime,1982,7,124,Paramount Pictures / Lorimar,92.22
Star Wars Episode V: The Empire Strikes Back5,http://resizing.flixster.com/11pJ8EWEJv23jKxSlQHpVqVHKCA=/180x225/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/79/11157937_ori.jpg,Crime,1980,8.8,124,20th Century Fox,65.13
The Blue Lagoon5,http://resizing.flixster.com/18EuoLXr1lT3GGEFw8lNIMgTMbw=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/42/10924290_ori.jpg,Crime,1980,5.7,104,Columbia Pictures,60.42
105,http://resizing.flixster.com/EXXHnJDoD4q9EPZmY1xVaTJAq-4=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/97/11159767_ori.jpg,Crime,1979,6,122,Warner Bros. Pictures,33.03
Rocky II5,http://resizing.flixster.com/EKgpra5WGZ6BP0Ti7H6_ePJmOxw=/180x251/dkpu1ddg7pbsk.cloudfront.net/movie/10/65/79/10657999_ori.jpg,Crime,1979,7.1,119,United Artists Pictures,23.39
The Enforcer5,http://resizing.flixster.com/ua3FRdHJgqH5Oh3mmxDrPA33HeA=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/27/65/276594_ori.jpg,Crime,1976,6.8,96,Warner Bros. Pictures,48.23
WALL-E5,http://resizing.flixster.com/zWzdOF4aj3aZlB3vX7BlUQ3PbSk=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/09/10930953_ori.jpg,Drama,2008,8.4,98,Disney / Pixar,12.17
Madagascar5,http://resizing.flixster.com/oKyYx8tO-5UYR3hmsx0kbzZ4Nl8=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/24/97/249793_ori.jpg,Drama,2005,6.9,86,DreamWorks,42.73
Troy5,http://resizing.flixster.com/EyEd2IN7-3dA2j5NXy7_8wuCFaw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166733_ori.jpg,Drama,2004,7.2,163,Warner Bros.,68.56
Dinosaur5,http://resizing.flixster.com/-jcVO9luD6fH9bi4DcbgNY8JQIk=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/08/10920812_ori.jpg,Drama,2000,6.4,82,Disney,38.23
How the Grinch Stole Christmas5,http://resizing.flixster.com/50a8DXOYOfwUPlzoWtpjoN6qHBQ=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/25/55/255591_ori.jpg,Drama,2000,6,104,Universal,23.52
What Lies Beneath5,http://resizing.flixster.com/EH96EztpCYNTTOKKuWJ4o3OVe6U=/180x264/dkpu1ddg7pbsk.cloudfront.net/movie/34/35/84/3435848_ori.jpg,Drama,2000,6.6,130,DreamWorks / Fox,15.85
The Matrix5,http://resizing.flixster.com/C6r4sO4qmdirMZItyU5qrwRTz5A=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168096_ori.jpg,Drama,1999,8.7,136,Warner Bros.,35.25
As Good as It Gets5,http://resizing.flixster.com/4QEk9-zMgCwRs1Ycg2SUn023B4E=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/55/35/60/5535608_ori.jpg,Drama,1997,7.8,139,TriStar Pictures,86.38
Apollo 135,http://resizing.flixster.com/aop-iWekWUu1cQIh2j_8N9Iumqg=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/56/11175692_ori.jpg,Drama,1995,7.6,140,Universal Pictures / Imagine Entertainment,88.75
Seven5,http://resizing.flixster.com/Lzf28cq9sH6ej5Be2uCQfIYWtIw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166782_ori.jpg,Drama,1995,8.7,127,New Line Cinema,72.7
Dumb and Dumber5,http://resizing.flixster.com/lRFPyLpTy_uw-15rJAhuGYkiNb0=/180x244/dkpu1ddg7pbsk.cloudfront.net/movie/25/45/254516_ori.jpg,Drama,1994,7.3,107,New Line Cinema,28.96
The Mask5,http://resizing.flixster.com/UkWsxmPaqE95aoxRz35kbVHPiqk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/39/11173943_ori.jpg,Drama,1994,6.8,101,New Line Cinema,87.79
Schindler's List5,http://resizing.flixster.com/8ZSqHlP-hPOabOXMSYWT4oXlrc4=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/26/71/267112_ori.jpg,Drama,1993,8.9,195,Universal Pictures / Amblin Entertainment,32.63
A Few Good Men5,http://resizing.flixster.com/l2ieo3YdNwEXbO21Xatv-BU2ZJs=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/28/17/281708_ori.jpg,Drama,1992,7.6,138,Columbia Pictures / Castle Rock Entertainment,35.18
Terminator 2: Judgment Day5,http://resizing.flixster.com/sKc-3qOa64rxXpfEsKbNqv6DeY0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/43/11174301_ori.jpg,Drama,1991,8.5,137,TriStar Pictures / Carolco Pictures / Lightstorm Entertainment,33.68
Ghostbusters II5,http://resizing.flixster.com/dcW7DWqYbQt25cexo1WNvrzm-O8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/44/11174416_ori.jpg,Drama,1989,6.5,108,Columbia Pictures,57.13
The Naked Gun: From the Files of Police Squad!5,http://resizing.flixster.com/J5Rc7uF3aMumJoVlcjnFbL6GTgk=/110x148/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/60/10886069_ori.jpg,Drama,1988,7.6,85,Paramount Pictures,15.05
Back to School5,http://resizing.flixster.com/JQn3vediYVmfbxQO3an5Mh_mA1s=/176x270/dkpu1ddg7pbsk.cloudfront.net/movie/74/28/48/7428484_ori.jpg,Drama,1986,6.5,96,Orion Pictures,16.12
The Goonies5,http://resizing.flixster.com/zEGbl7xvlrrxuJUs97YL-sJAEaA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166730_ori.jpg,Drama,1985,7.8,114,Warner Bros.,23.87
Octopussy5,http://resizing.flixster.com/VVpBn48QVIOIuckMl467m_E68qs=/180x264/dkpu1ddg7pbsk.cloudfront.net/movie/11/13/14/11131437_ori.jpg,Drama,1983,6.6,131,United Artists,20.96
Star Wars Episode VI: Return of the Jedi5,http://resizing.flixster.com/jPGnLweJ4c_W-vQFMaeHfgWMtfY=/180x263/dkpu1ddg7pbsk.cloudfront.net/movie/10/94/47/10944709_ori.jpg,Drama,1983,8.4,134,Lucasfilm / 20th Century Fox,18.69
Trading Places5,http://resizing.flixster.com/Qda433UHpulNe0Bvcw6ddGx-9rQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168976_ori.jpg,Drama,1983,7.5,116,Paramount Pictures,88.3
The Best Little Whorehouse in Texas5,http://resizing.flixster.com/80I7gVDMKWiNKQObvsbRK0T3nZk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168899_ori.jpg,Drama,1982,5.7,114,Universal Pictures / RKO Pictures,19.57
Raiders of the Lost Ark5,http://resizing.flixster.com/13XpB_m89nJi398isDv7cQKOkH4=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/76/11157614_ori.jpg,Drama,1981,8.6,115,Paramount Pictures / Lucasfilm,30.54
Time Bandits5,http://resizing.flixster.com/YI8rFD6y2Wpnp_EprQvZ0IskLXQ=/180x260/dkpu1ddg7pbsk.cloudfront.net/movie/26/30/263020_ori.jpg,Drama,1981,7,110,Embassy Pictures,59.86
Moonraker5,http://resizing.flixster.com/sjLwbfOZkuPl395copBayJM2QOk=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/26/08/260897_ori.jpg,Drama,1979,6.2,126,United Artists Pictures,75.21
Dog Day Afternoon5,http://resizing.flixster.com/nYzl8e218r1L6EjAekopsLaYQ98=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/63/11176318_ori.jpg,Drama,1975,8.1,125,Warner Bros.,13.73
Funny Lady5,http://resizing.flixster.com/OX-CmI8fMaWHQqEIswF9kx2QVEA=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/03/10880352_ori.jpg,Drama,1975,6.4,136,Columbia Pictures,16.66
The Return of the Pink Panther5,http://resizing.flixster.com/coMRFsl2YBbDwXYVs9z3FTDsPzc=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/87/22/10872257_ori.jpg,Drama,1975,7.1,113,United Artists,82.38
The Amazing Spider-Man 25,http://resizing.flixster.com/uJRknhjV8s_CDr9Krj6hzk4GzYM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/00/11180032_ori.jpg,Family,2014,6.9,142,Columbia Pictures,72.93
Fast & Furious 65,http://resizing.flixster.com/FsHv4OrR7Fk9IQkc3Jg-Npmypzc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/33/11173373_ori.jpg,Family,2013,7.2,130,Universal,49.03
Harry Potter and the Deathly Hallows - Part 15,http://resizing.flixster.com/VRBPaLlcQQjBaaobjVvpTavdEso=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/36/11163674_ori.jpg,Family,2010,7.7,146,Warner Bros.,42.95
Inception5,http://resizing.flixster.com/THwVJ6BnMSZz1ygWPdIEok_wVhA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166725_ori.jpg,Family,2010,8.8,148,Warner Bros. / Legendary,59.02
The Twilight Saga: Eclipse5,http://resizing.flixster.com/caDfqgfBgZUEr0xairY8kwWQHGw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/43/11174382_ori.jpg,Family,2010,4.9,124,Summit Entertainment,86.66
The Dark Knight5,http://resizing.flixster.com/csINXh6bBY_YMax7pD2fFGtGDjQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/51/11165160_ori.jpg,Family,2008,9,152,Warner Bros. / Legendary,42.68
3005,http://resizing.flixster.com/MqZzDrxTe4GO7kHb2bo-16W9Wo8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166714_ori.jpg,Family,2007,7.8,117,Warner Bros. / Legendary,51.73
Shrek the Third5,http://resizing.flixster.com/7T7Mf9iNihk3sOMASXbEg5Hnd2Q=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/59/86/40/5986403_ori.jpg,Family,2007,6.1,93,DreamWorks / Paramount,89.19
Ice Age: The Meltdown5,http://resizing.flixster.com/8JL-X7PSHtVrLJV3m9vmwFY1Wq4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/34/60/10/3460109_ori.jpg,Family,2006,6.9,91,Fox / Blue Sky,22.15
Gladiator5,http://resizing.flixster.com/sO2TFkZCTVGi8m0Yjw2UWvGajC4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168944_ori.jpg,Family,2000,8.5,155,DreamWorks / Universal,15.46
Saving Private Ryan5,http://resizing.flixster.com/BLCyiFNFpYFbQJa6D_oT9LFCzWw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169791_ori.jpg,Family,1998,8.6,169,DreamWorks Pictures / Paramount Pictures,15.01
Eraser5,http://resizing.flixster.com/kAc1eecSvRe7HBvMQtdQ3Aqx5YQ=/180x245/dkpu1ddg7pbsk.cloudfront.net/movie/27/12/271217_ori.jpg,Family,1996,6,115,Warner Bros.,72.49
The Nutty Professor5,http://resizing.flixster.com/KPKB9efvzzdAsBAJqM7dhvkC6xE=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/25/91/259122_ori.jpg,Family,1996,5.5,95,Universal Pictures,60.06
Philadelphia5,http://resizing.flixster.com/1EQ-A7pSKFxe8p8nUjVoYESHhqk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/38/11173851_ori.jpg,Family,1993,7.7,125,TriStar Pictures,36.85
Lethal Weapon 35,http://resizing.flixster.com/X8uBur__gienB-0mAjgC0hfF7CM=/178x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/88/11128831_ori.jpg,Family,1992,6.7,118,Warner Bros.,97.78
Hot Shots!5,http://resizing.flixster.com/3JzsLocKZT_RNxFVI61xsM_v4Fw=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/49/11164957_ori.jpg,Family,1991,6.7,84,20th Century Fox,39.33
Kindergarten Cop5,http://resizing.flixster.com/cb6nTJ0nYUeS38cP0kMfMF_9DlE=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/87/11178764_ori.jpg,Family,1990,6,111,Universal Pictures,75.69
Indiana Jones and the Last Crusade5,http://resizing.flixster.com/qaoiZqYHDMj6G5jqCdlEtuaumgA=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/91/96/10919621_ori.jpg,Family,1989,8.3,127,Paramount Pictures / Lucasfilm,49.82
Crocodile Dundee5,http://resizing.flixster.com/djJ50pyIgZZoFYdXO3HcLjlnGzg=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169779_ori.jpg,Family,1986,6.5,97,Paramount Pictures / 20th Century Fox,65.21
The Jewel of the Nile5,http://resizing.flixster.com/AnbVvE9r4Tmx3ZHIxPPbFSJ2EOg=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/50/11165073_ori.jpg,Family,1985,6,106,20th Century Fox,10.29
